headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
"Satish Kaushik accuses Go First of using 'dubious ways to earn money', says got no refund","Satish Kaushik accused Go First airline of using ""dubious ways"" to earn money. Kaushik said his office booked two seats ""in first row with middle seat"" and paid ₹25,000. He alleged the flight sold middle seat to another passenger despite his office paying for it. Kaushik added his office has been contacting customer care and their reply was 'no refund'.",2022-05-25,Daisy Mowke,https://www.hindustantimes.com/entertainment/bollywood/satish-kaushik-accuses-go-first-of-using-dubious-ways-to-earn-money-from-passengers-recalls-recent-experience-101653473464999-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653474757459_582.jpg?,https://inshorts.com/en/news/satish-kaushik-accuses-go-first-of-using-dubious-ways-to-earn-money-says-got-no-refund-1653477544595,Hindustan Times,Wednesday
"Stuck for 3 hrs, no breakfast: SpiceJet flyer as he shares video amid ransomware attack","After SpiceJet said flights are operating normally following an attempted ransomware attack, a passenger refuted its claim. ""We're stuck...since 3 hrs and 45 mins? Neither cancelling nor operating, sitting in the flight...No breakfast, no response!"" the Twitter user wrote while sharing a video. ""Who says the flights have normalised...People waiting from 6 am,"" another tweet read.",2022-05-25,Daisy Mowke,https://twitter.com/mudit_shejwar/status/1529312939152355328?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1529312939152355328%7Ctwgr%5E%7Ctwcon%5Es1_&utm_campaign=fullarticle&utm_medium=referral&ref_url=https%3A%2F%2Fwww.moneycontrol.com%2Fnews%2Ftrends%2Fas-spicejet-ransomware-attack-disrupts-flights-stranded-passengers-slam-airline-8571601.html&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653469981914_56.jpg?,https://inshorts.com/en/news/stuck-from-3-hrs-no-breakfast-spicejet-flyer-as-he-shares-video-amid-ransomware-attack-1653470638835,Twitter,Wednesday
Coinbase becomes first crypto company to get listed on Fortune 500,"Coinbase, the San Francisco-based crypto exchange, has become the first cryptocurrency company to break into the Fortune 500 list. Currently ranked at 437, Coinbase has a market value of $41,670 million and over 3,700 employees, as per Fortune. The exchange was singled out by Fortune editor-in-chief Alyson Shontell as one of ""several pandemic winners"".",2022-05-25,Daisy Mowke,https://news.abplive.com/business/crypto/coinbase-fortune-500-first-crypto-company-listing-rank-upi-payment-halt-rbi-brian-armstrong-1533703/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653479114497_792.jpg?,https://inshorts.com/en/news/coinbase-becomes-first-crypto-company-to-get-listed-on-fortune-500-1653480411580,ABP,Wednesday
Elon Musk's net worth drops below $200 billion again as Tesla share price tumbles,"Elon Musk has again fallen out of the $200 billion club, according to the Bloomberg Billionaires Index. Musk, the world's richest person, saw his fortune drop by 5.4% to $192.7 billion on Tuesday as shares of Tesla Inc slid almost 7%. Musk last dipped below the $200 billion threshold in March.",2022-05-25,Ankush Verma,https://www.bqprime.com/business/elon-musk-drops-out-of-200-billion-club-again-as-tesla-tumbles?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653449239366_728.jpg?,https://inshorts.com/en/news/elon-musks-net-worth-drops-below-$200-billion-again-as-tesla-share-price-tumbles-1653451110628,BQ Prime,Wednesday
Spicejet systems face attempted ransomware attack; flight departures affected,"Spicejet on Wednesday tweeted, ""Certain SpiceJet systems faced an attempted ransomware attack last night that impacted and slowed down morning flight departures today."" ""Our IT team has contained and rectified the situation and flights are operating normally now,"" the airline said. Several passengers tweeted they were stuck and there was no communication from the airline.",2022-05-25,Ankush Verma,https://twitter.com/bqprime/status/1529303901459349505?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653456459882_881.jpg?,https://inshorts.com/en/news/spicejet-systems-face-attempted-ransomware-attack-flight-departures-affected-1653457535108,Bloomberg Quint,Wednesday
Musk pledges $6.25 billion more in equity to fund Twitter deal,"Tesla CEO Elon Musk has pledged an additional $6.25 billion in equity financing to fund the $44-billion offer for Twitter. He is also in talks with Twitter Co-founder Jack Dorsey and others to help finance the deal. Shares of Twitter rose more than 5% hours after the news of Musk's commitment broke, while Tesla shares dipped about 1%.",2022-05-26,Aishwarya Awasthi,https://www.reuters.com/markets/deals/musk-provide-625-bln-more-equity-fund-twitter-deal-2022-05-25/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/26_thu/img_1653535534371_980.jpg?,https://inshorts.com/en/news/musk-pledges-$625-billion-more-in-equity-to-fund-twitter-deal-1653537211274,Reuters,Thursday
India imposes restrictions on sugar exports for first time in 6 years,"Centre has imposed restrictions on sugar exports for the first time in six years from June 1. ""To maintain domestic availability and price stability of sugar in the country during sugar season 2021-22 (October-September), central government to regulate sugar exports wef June 1, till further orders. Government will allow sugar exports up to 100 LMT,"" Ministry of Consumer Affairs said.",2022-05-25,Apaar Sharma,None,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653450757215_836.jpg?,https://inshorts.com/en/news/india-imposes-restrictions-on-sugar-exports-from-june-1-1653452031903,Inshorts,Wednesday
India has no plans to lift ban on wheat exports for now: Govt,"Union Commerce Minister Piyush Goyal has said that India has no immediate plans to lift a ban on wheat exports. ""Currently there is instability in the world, if we were to do that (lift the ban), it would only help black marketeers, hoarders and speculators,"" Goyal told Reuters. India banned wheat export on May 14.",2022-05-25,Deepika Bhatt,None,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653491268724_932.jpg?,https://inshorts.com/en/news/india-has-no-plans-to-lift-ban-on-wheat-exports-for-now-govt-1653492557452,Inshorts,Wednesday
Which are the top 10 companies in America as per Fortune 500 list?,"Walmart has topped the 68th edition of the Fortune 500 ranking of America's largest companies, with $572 billion revenue. It is followed by Amazon and Apple, with $469 billion and $365 billion revenue respectively. The list also features CVS Health, UnitedHealth Group and Exxon Mobil. Berkshire Hathaway, Alphabet, McKesson and AmerisourceBergen are the other companies in the top 10.",2022-05-25,Daisy Mowke,https://fortune.com/fortune500/2022/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653487893024_951.jpg?,https://inshorts.com/en/news/which-are-the-top-10-companies-in-america-as-per-fortune-500-list-1653490315723,Fortune,Wednesday
British retailer Marks & Spencer to exit Russia after 17 years,"British clothing-to-food retailer Marks and Spencer on Wednesday announced that it will fully exit the Russian market after 17 years. It stopped shipments to Russia in March but earlier stated that complex franchise deals prevented it from withdrawing completely. The company, which has 48 stores there, will face a $39 million hit from its exit, it said.",2022-05-25,Ananya Goyal,https://www.moneycontrol.com/news/business/ukraine-crisis-british-retailer-marks-and-spencer-exits-russia-8574951.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653479869499_586.jpg?,https://inshorts.com/en/news/british-retailer-marks-spencer-to-exit-russia-after-17-years-1653492211104,Moneycontrol,Wednesday
D*** move: Musk on Gates allegedly funding organisations against him,"Tesla CEO Elon Musk in response to an article saying billionaire Bill Gates' foundation funded anti-Musk organisations, said, ""What a d*** move!"" The article claimed that 11 anti-Musk organisations have received funding from a Gates-backed entity. Earlier this month, Gates had said Musk could make Twitter ""worse"" but added that people should have an open mind and ""never underestimate Elon"".",2022-05-25,Aishwarya Awasthi,https://twitter.com/elonmusk/status/1529224801579302912?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653457544356_585.jpg?,https://inshorts.com/en/news/d-move-musk-on-gates-allegedly-funding-organisations-against-him-1653458683250,Twitter,Wednesday
"Andhra signs deals worth $16 bn at WEF, to generate 38,000 jobs","Andhra Pradesh signed renewables investment pacts worth $16 billion (around ₹1.2 lakh crore) with  three companies, Adani Green Energy, Singapore's GIC sovereign wealth fund-backed Greenko and Aurobindo Realty & Infrastructure, during the WEF at Davos. The pacts involve setting up  hydro, solar and wind power related projects in the state. The investments will create 38,000 jobs, an official said.",2022-05-25,Ananya Goyal,https://www.reuters.com/markets/deals/indias-andhra-state-16-billion-pacts-involving-adani-gic-backed-greenko-2022-05-24/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653470850237_6.jpg?,https://inshorts.com/en/news/andhra-signs-deals-worth-$16-bn-at-wef-to-generate-38000-jobs-1653488957350,Reuters,Wednesday
Tesla loses bid to move sexual harassment suit to arbitration in US,"A US judge has rejected Tesla's bid to send a lawsuit alleging widespread sexual harassment at the company's California plant to private arbitration. As per plaintiff Jessica Barraza, workers and supervisors at the plant routinely made lewd comments and gestures to female employees and Tesla failed to address complaints. At least six similar cases are pending in California state court.",2022-05-24,Ananya Goyal,https://www.reuters.com/world/us/tesla-loses-bid-move-sexual-harassment-lawsuit-arbitration-2022-05-24/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/24_tue/img_1653411195391_789.jpg?,https://inshorts.com/en/news/tesla-loses-bid-to-move-sexual-harassment-suit-to-arbitration-in-us-1653413632625,Reuters,Tuesday
Amazon opens first physical fashion retail store in Los Angeles,"Amazon on Wednesday announced that it has opened its first brick-and-mortar clothing retail store, called Amazon Style, in US' Los Angeles. As per Amazon, the store will use machine-learning technology to help customers find clothes and personalise recommendations. Customers shopping on the Amazon app will also have the option to try out their selections at the physical store, it added.",2022-05-25,Ananya Goyal,https://www.reuters.com/markets/us/amazon-opens-first-physical-fashion-retail-store-2022-05-25/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653489994160_288.jpg?,https://inshorts.com/en/news/amazon-opens-first-physical-fashion-retail-store-in-los-angeles-1653491604774,Reuters,Wednesday
Pay more attention: Ethereum Co-founder on recent crypto crash,"People must pay more attention to what is belying the currency name when they get involved, said Ethereum's Co-founder Gavin Wood with regard to the recent crypto crash which wiped $800 billion off their value. The crypto crash led to Terra's LUNA crypto token crashing nearly 100%. ""The internet has no real concept of legality,"" Wood added.",2022-05-25,Ashley Paul,https://www.reuters.com/markets/us/pay-more-attention-ethereum-co-founder-says-crypto-crash-2022-05-25/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653475095250_64.jpg?,https://inshorts.com/en/news/pay-more-attention-ethereum-cofounder-on-recent-crypto-crash-1653477666870,Reuters,Wednesday
Gujarat govt to soon launch India's first carbon trading market,Gujarat government has announced plans for setting up India's first cap-and-trade market for carbon emissions. The market will help industries that are unable to meet their emission targets to trade and purchase surplus targets from other industries which have met their goals. Gujarat government has also been running the world's first Emissions Trading Market for Particulate Pollution since 2019.,2022-05-25,Ashley Paul,https://www.timesnownews.com/exclusive/gujarat-to-launch-indias-first-carbon-trading-market-how-does-this-aid-climate-action-article-91784032/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/25_wed/img_1653468978059_572.jpg?,https://inshorts.com/en/news/gujarat-govt-to-soon-launch-indias-first-carbon-trading-market-1653471240673,Times Now,Wednesday
